year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_total_pnp_f
2013,NUTS,2010,UKF1,2,5.0
2015,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF2,2,14.0
2013,NUTS,2010,UKF2,2,28.0
2015,NUTS,2010,UKF2,2,16.0
2017,NUTS,2010,UKF2,2,18.0
2011,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,2.0
2015,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,13.0
2013,NUTS,2010,UKG,1,7.0
2015,NUTS,2010,UKG,1,9.0
2017,NUTS,2010,UKG,1,10.0
2011,NUTS,2010,UKG1,2,10.0
2013,NUTS,2010,UKG1,2,2.0
2015,NUTS,2010,UKG1,2,0.0
2017,NUTS,2010,UKG1,2,0.0
2011,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,4.0
2015,NUTS,2010,UKG2,2,0.0
2017,NUTS,2010,UKG2,2,0.0
2011,NUTS,2010,UKG3,2,3.0
2013,NUTS,2010,UKG3,2,1.0
2015,NUTS,2010,UKG3,2,9.0
2017,NUTS,2010,UKG3,2,10.0
2011,NUTS,2010,UKH,1,1135.0
2013,NUTS,2010,UKH,1,1310.0
2015,NUTS,2010,UKH,1,1458.0
2017,NUTS,2010,UKH,1,1598.0
2011,NUTS,2010,UKH1,2,1070.0
2013,NUTS,2010,UKH1,2,959.0
2015,NUTS,2010,UKH1,2,1059.0
2017,NUTS,2010,UKH1,2,1161.0
2011,NUTS,2010,UKH2,2,65.0
2013,NUTS,2010,UKH2,2,332.0
2015,NUTS,2010,UKH2,2,398.0
2017,NUTS,2010,UKH2,2,437.0
2011,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,19.0
2015,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,1274.0
2013,NUTS,2010,UKI,1,822.0
2015,NUTS,2010,UKI,1,1192.0
2017,NUTS,2010,UKI,1,1307.0
2011,NUTS,2010,UKI3,2,1128.0
2013,NUTS,2010,UKI3,2,452.0
2015,NUTS,2010,UKI3,2,570.0
2017,NUTS,2010,UKI3,2,625.0
2011,NUTS,2010,UKI4,2,94.0
2013,NUTS,2010,UKI4,2,40.0
2015,NUTS,2010,UKI4,2,130.0
2017,NUTS,2010,UKI4,2,143.0
2011,NUTS,2010,UKI5,2,0.0
2013,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,20.0
2017,NUTS,2010,UKI5,2,22.0
2011,NUTS,2010,UKI6,2,0.0
2013,NUTS,2010,UKI6,2,330.0
2015,NUTS,2010,UKI6,2,141.0
2017,NUTS,2010,UKI6,2,154.0
2011,NUTS,2010,UKI7,2,52.0
2013,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,331.0
2017,NUTS,2010,UKI7,2,363.0
2011,NUTS,2010,UKJ,1,521.0
2013,NUTS,2010,UKJ,1,302.0
2015,NUTS,2010,UKJ,1,529.0
2017,NUTS,2010,UKJ,1,579.0
2011,NUTS,2010,UKJ1,2,412.0
2013,NUTS,2010,UKJ1,2,173.0
2015,NUTS,2010,UKJ1,2,213.0
2017,NUTS,2010,UKJ1,2,234.0
2011,NUTS,2010,UKJ2,2,97.0
2013,NUTS,2010,UKJ2,2,112.0
2015,NUTS,2010,UKJ2,2,299.0
2017,NUTS,2010,UKJ2,2,328.0
2011,NUTS,2010,UKJ3,2,12.0
2013,NUTS,2010,UKJ3,2,15.0
2015,NUTS,2010,UKJ3,2,16.0
2017,NUTS,2010,UKJ3,2,18.0
2011,NUTS,2010,UKJ4,2,0.0
2013,NUTS,2010,UKJ4,2,2.0
2015,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKK,1,65.0
2013,NUTS,2010,UKK,1,110.0
2015,NUTS,2010,UKK,1,139.0
2017,NUTS,2010,UKK,1,152.0
2011,NUTS,2010,UKK1,2,11.0
2013,NUTS,2010,UKK1,2,19.0
2015,NUTS,2010,UKK1,2,26.0
2017,NUTS,2010,UKK1,2,28.0
2011,NUTS,2010,UKK2,2,0.0
2013,NUTS,2010,UKK2,2,16.0
2015,NUTS,2010,UKK2,2,6.0
2017,NUTS,2010,UKK2,2,7.0
2011,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK4,2,54.0
2013,NUTS,2010,UKK4,2,75.0
2015,NUTS,2010,UKK4,2,107.0
2017,NUTS,2010,UKK4,2,117.0
2011,NUTS,2010,UKL,1,15.0
2013,NUTS,2010,UKL,1,16.0
2015,NUTS,2010,UKL,1,19.0
2017,NUTS,2010,UKL,1,21.0
2011,NUTS,2010,UKL1,2,15.0
2013,NUTS,2010,UKL1,2,15.0
2015,NUTS,2010,UKL1,2,19.0
2017,NUTS,2010,UKL1,2,21.0
2011,NUTS,2010,UKL2,2,0.0
2013,NUTS,2010,UKL2,2,1.0
2015,NUTS,2010,UKL2,2,0.0
2017,NUTS,2010,UKL2,2,0.0
2011,NUTS,2010,UKM,1,74.0
2013,NUTS,2010,UKM,1,79.0
2015,NUTS,2010,UKM,1,221.0
2017,NUTS,2010,UKM,1,242.0
2013,NUTS,2010,UKM2,2,46.0
2015,NUTS,2010,UKM2,2,42.0
2017,NUTS,2010,UKM2,2,46.0
2013,NUTS,2010,UKM3,2,4.0
2015,NUTS,2010,UKM3,2,146.0
2017,NUTS,2010,UKM3,2,160.0
2013,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM6,2,29.0
2015,NUTS,2010,UKM6,2,33.0
2017,NUTS,2010,UKM6,2,36.0
2011,NUTS,2010,UKN,1,0.0
2013,NUTS,2010,UKN,1,0.0
2015,NUTS,2010,UKN,1,3.0
2017,NUTS,2010,UKN,1,3.0
2011,NUTS,2010,UKN0,2,0.0
2013,NUTS,2010,UKN0,2,0.0
2015,NUTS,2010,UKN0,2,3.0
2017,NUTS,2010,UKN0,2,3.0
